X Position,Y Position,GR Shear Correlation,DGQG Shear Correlation,Deviation from GR,Deviation from DGQG
2.8431372549019605,-5.0,1.920796196070364e-09,1.9264308856207164e-09,-1.9207956872397304e-09,-1.9264303767900826e-09
2.88235294117647,-5.0,1.7055868504908102e-09,1.7103854593903395e-09,-1.705586441482451e-09,-1.7103850503819802e-09
2.9215686274509807,-5.0,1.5120927261444322e-09,1.5160050917389165e-09,-1.5120925552538655e-09,-1.5160049208483498e-09
2.9607843137254903,-5.0,1.3384296875807552e-09,1.3414618379836438e-09,-1.338429310631583e-09,-1.3414614610344716e-09
3.0,-5.0,1.1828393482243334e-09,1.1850411134419263e-09,-1.182839165821882e-09,-1.185040931039475e-09
3.0392156862745097,-5.0,1.0436852342747954e-09,1.0451380633692847e-09,-1.0436846247266084e-09,-1.0451374538210978e-09
3.0784313725490193,-5.0,9.194484650209898e-10,9.202541066139431e-10,-9.194481627853728e-10,-9.202538043783261e-10
3.117647058823529,-5.0,8.087230464815474e-10,8.089935634624695e-10,-8.087223606068123e-10,-8.089928775877345e-10
3.1568627450980387,-5.0,7.102108678468009e-10,7.100602781279733e-10,-7.102103055312147e-10,-7.10059715812387e-10
3.1960784313725483,-5.0,6.227164825621479e-10,6.222541568229938e-10,-6.227161534623089e-10,-6.222538277231548e-10
3.235294117647058,-5.0,5.451417481889561e-10,5.444675601238483e-10,-5.451411537825344e-10,-5.444669657174267e-10
3.2745098039215677,-5.0,4.764803915211898e-10,4.756815101374462e-10,-4.764802474435783e-10,-4.756813660598347e-10
3.313725490196079,-5.0,4.158125579228445e-10,4.149616958991217e-10,-4.158120706582356e-10,-4.149612086345128e-10
3.3529411764705888,-5.0,3.6229939656799217e-10,3.614542820637143e-10,-3.6229903554454724e-10,-3.614539210402694e-10
3.3921568627450984,-5.0,3.151777262823282e-10,3.143815445519214e-10,-3.151774806909548e-10,-3.14381298960548e-10
3.431372549019608,-5.0,2.737548200591691e-10,2.730373713011459e-10,-2.7375409084354455e-10,-2.7303664208552136e-10
3.4705882352941178,-5.0,2.374033400980077e-10,2.3678267618490294e-10,-2.3740299029226184e-10,-2.367823263791571e-10
3.5098039215686274,-5.0,2.0555644942221819e-10,2.05040779560333e-10,-2.0555569363984196e-10,-2.0504002377795677e-10
3.549019607843137,-5.0,1.7770312079561076e-10,1.7729281021215923e-10,-1.77702751337341e-10,-1.7729244075388947e-10
3.5882352941176467,-5.0,1.5338365878688624e-10,1.5307318135860248e-10,-1.5338342030464305e-10,-1.530729428763593e-10
