Frequency (Hz),Total White Hole SGWB,Anisotropic SGWB
0.0002563407409296515,2.3748752975433023e-14,1.1874376487716511e-15
0.00026353705192673927,2.2766286988781265e-14,1.1383143494390633e-15
0.0002709353865732052,2.1824023894411747e-14,1.0912011947205875e-15
0.0002785414163241769,2.0920325172580658e-14,1.046016258629033e-15
0.00028636097185081157,2.0053619001449916e-14,1.002680950072496e-15
0.00029440004751000336,1.9222397543278042e-14,9.611198771639022e-16
0.0003026648059395692,1.8425214341014226e-14,9.212607170507113e-16
0.000311161582782436,1.7660681820803995e-14,8.830340910401998e-16
0.00031989689154345377,1.6927468896097948e-14,8.463734448048975e-16
0.000328877428582551,1.622429866923088e-14,8.112149334615441e-16
0.00033811007824806853,1.5549946226505238e-14,7.77497311325262e-16
0.00034760191815419775,1.490323652297614e-14,7.451618261488071e-16
0.00035736022460657887,1.428304235328781e-14,7.141521176643906e-16
0.0003673924781802074,1.36882824050618e-14,6.8441412025309e-16
0.0003777063694539368,1.3117919391477806e-14,6.558959695738903e-16
0.0003883098049059605,1.2570958259826302e-14,6.285479129913151e-16
0.00039921091297480534,1.2046444472941717e-14,6.023222236470859e-16
0.0004104180502904709,1.1543462360551815e-14,5.771731180275908e-16
0.0004219398080805024,1.1061133537698634e-14,5.530566768849317e-16
0.00043378501875589886,1.0598615387502708e-14,5.299307693751355e-16
0.00044596276268190954,1.0155099605652996e-14,5.077549802826499e-16
0.0004584823751389096,9.729810804111216e-15,4.864905402055608e-16
0.0004713534534786907,9.32200517162189e-15,4.661002585810945e-16
0.00048458586448164956,8.930969188717134e-15,4.465484594358567e-16
0.0004981897519205165,8.556018394999211e-15,4.278009197499606e-16
0.000512175544336424,8.196496206574102e-15,4.098248103287051e-16
0.0005265539630332755,7.851772781595833e-15,3.9258863907979167e-16
0.0005413360302965381,7.521243931964501e-15,3.760621965982251e-16
0.0005565330778427646,7.204330079300197e-15,3.6021650396500986e-16
0.0005721567555063251,6.900475253391552e-15,3.4502376266957763e-16
0.0005882190401699955,6.609146131391229e-15,3.304573065695615e-16
0.0006047322449462648,6.32983111610028e-15,3.16491555805014e-16
0.0006217090286163827,6.062039451751533e-15,3.0310197258757665e-16
0.0006391624053344006,5.8053003757660895e-15,2.902650187883045e-16
0.000657105754603627,5.559162305019766e-15,2.7795811525098835e-16
0.0006755528315331639,5.323192055215222e-15,2.661596027607611e-16
0.0006945177773823697,5.096974092013151e-15,2.5484870460065753e-16
0.0007140151304013404,4.880109812630387e-15,2.4400549063151936e-16
0.0007340598369757212,4.672216856665354e-15,2.336108428332677e-16
0.0007546672630843886,4.472928444961874e-15,2.236464222480937e-16
0.0007758532060787836,4.2818927453706054e-15,2.1409463726853029e-16
0.0007976339067929281,4.0987722643137925e-15,2.0493861321568963e-16
0.0008200260619934131,3.92324326310348e-15,1.9616216315517402e-16
0.0008430468371788967,3.754995198006161e-15,1.8774975990030806e-16
0.0008667138797389233,3.593730183087748e-15,1.7968650915438739e-16
0.0008910453324821513,3.4391624749120112e-15,1.7195812374560058e-16
0.0009160598475443709,3.2910179782033132e-15,1.6455089891016568e-16
0.000941776600686952,3.149033771620829e-15,1.5745168858104147e-16
0.0009682153059967086,3.0129576528258197e-15,1.5064788264129098e-16
0.0009953962309984233,2.8825477020571527e-15,1.4412738510285764e-16
0.0010233402121916423,2.757571863461885e-15,1.3787859317309425e-16
0.0010520686710236227,2.6378075434586496e-15,1.318903771729325e-16
0.0010816036303107094,2.523041225440662e-15,1.261520612720331e-16
0.0011119677311206989,2.413068100153676e-15,1.206534050076838e-16
0.0011431842501291502,2.307691711111006e-15,1.1538458555555031e-16
0.0011752771174629451,2.206723614433807e-15,1.1033618072169037e-16
0.001208270935044776,2.109983052529655e-15,1.0549915262648276e-16
0.0012421909954526173,2.017296641046384e-15,1.008648320523192e-16
0.0012770633013086446,1.928498068560988e-15,9.64249034280494e-17
0.0013129145852124654,1.8434278084853986e-15,9.217139042426993e-17
0.0013497723302339417,1.7619328426920244e-15,8.809664213460122e-17
0.0013876647909813085,1.6838663963821931e-15,8.419331981910966e-17
0.0014266210152607385,1.6090876837399885e-15,8.045438418699943e-17
0.0014666708663439686,1.5374616639326044e-15,7.687308319663023e-17
0.001507845045861051,1.4688588070362018e-15,7.34429403518101e-17
0.0015501751173357704,1.403154869483404e-15,7.01577434741702e-17
0.001593693530381776,1.3402306786449476e-15,6.701153393224738e-17
0.0016384336455779846,1.279971926173804e-15,6.39985963086902e-17
0.001684429760042315,1.2222689697552076e-15,6.111344848776038e-17
0.0017317171337233527,1.167016642920545e-15,5.835083214602725e-17
0.0017803320164301137,1.1141140725969531e-15,5.570570362984765e-17
0.0018303116756206129,1.06346450407785e-15,5.31732252038925e-17
0.0018816944249705557,1.014975133112424e-15,5.07487566556212e-17
0.0019345196537440444,9.685569448243949e-16,4.842784724121975e-17
0.0019888278569888096,9.241245591821744e-16,4.620622795910872e-17
0.0020446606665791177,8.815960827538349e-16,4.407980413769175e-17
0.002102060883130158,8.408929664911572e-16,4.204464832455786e-17
0.0021610725088083765,8.019398692974559e-16,4.0096993464872795e-17
0.0022217407810628848,7.646645271438592e-16,3.8233226357192964e-17
0.0022841122073038256,7.289976275083024e-16,3.6449881375415124e-17
0.0023482346005542763,6.948726889206845e-16,3.474363444603422e-17
0.002414157116103018,6.622259454064699e-16,3.3111297270323496e-17
0.002481930289186255,6.309962356294919e-16,3.154981178147459e-17
0.0025516060737271863,6.011248965427961e-16,3.0056244827139806e-17
0.0026232378821631234,5.725556613641958e-16,2.862778306820979e-17
0.0026968806263906924,5.452345617006586e-16,2.7261728085032934e-17
0.002772590759860481,5.191098336528385e-16,2.5955491682641925e-17
0.0028504263208534346,4.941318277379237e-16,2.4706591386896184e-17
0.0029304469769721444,4.702529224756038e-16,2.3512646123780188e-17
0.003012714070881164,4.474274414882625e-16,2.2371372074413128e-17
0.0030972906673314067,4.2561157397261087e-16,2.1280578698630544e-17
0.003184241601504653,4.047632984057962e-16,2.0238164920289813e-17
0.0032736335287152475,3.848423093546207e-16,1.9242115467731036e-17
0.0033655349755070943,3.658099472618676e-16,1.829049736309338e-17
0.003460016392185109,3.476291310889014e-16,1.7381456554445072e-17
0.0035571502068213858,3.3026429369864785e-16,1.6513214684932393e-17
0.003657010880777493,3.1368131986780097e-16,1.568406599339005e-17
0.003759674965785468,2.9784748682165925e-16,1.4892374341082963e-17
0.003865221162631262,2.8273140718937123e-16,1.413657035946856e-17
0.003973730381485609,2.68302974281558e-16,1.34151487140779e-17
0.004085285803928565,2.545333095963062e-16,1.272666547981531e-17
0.004199972946715306,2.4139471246338256e-16,1.2069735623169129e-17
0.004317879727332021,2.2886061174023566e-16,1.1443030587011784e-17
0.004439096531392171,2.169055194769015e-16,1.0845275973845076e-17
0.0045637162819247585,2.0550498647034362e-16,1.0275249323517182e-17
0.004691834510607799,1.946355596320265e-16,9.731777981601326e-18
0.004823549431001467,1.842747410956801e-16,9.213737054784006e-18
0.004958962013837212,1.7440094899520475e-16,8.720047449760238e-18
0.005098176064420424,1.6499347984558135e-16,8.249673992279067e-18
0.0052412983022060615,1.5603247246241168e-16,7.801623623120585e-18
0.005388438442608223,1.474988733583791e-16,7.374943667918956e-18
0.005539709281106401,1.3937440355747904e-16,6.968720177873953e-18
0.005695226779712825,1.316415267703133e-16,6.582076338515666e-18
0.005855110155867244,1.2428341887609182e-16,6.214170943804591e-18
0.006019481973827274,1.1728393865923708e-16,5.8641969329618544e-18
0.006188468238624382,1.106275997506482e-16,5.53137998753241e-18
0.006362198492657489,1.0429954372574855e-16,5.214977186287428e-18
0.006540805914998259,9.828551431342629e-17,4.914275715671315e-18
0.006724427423484249,9.2571832671871e-17,4.62859163359355e-18
0.006913203779678127,8.714537368913665e-17,4.3572686844568324e-18
0.007107279696773419,8.199354326799717e-17,4.099677163399859e-18
0.007306803950529507,7.710425655632848e-17,3.855212827816424e-18
0.007511929493320969,7.246591708584409e-17,3.623295854292204e-18
0.007722813571388642,6.806739678353556e-17,3.4033698391767784e-18
0.007939617845382276,6.389801682162582e-17,3.194900841081291e-18
0.008162508514287228,5.994752927322975e-17,2.9973764636614878e-18
0.00839165644283016,5.6206099542246e-17,2.8103049771123e-18
0.00862723729246145,5.266428953726474e-17,2.633214476863237e-18
0.008869431656014705,4.931304156048295e-17,2.4656520780241477e-18
0.00911842519614657,4.614366288376354e-17,2.307183144188177e-18
0.009374408787663,4.3147810985063433e-17,2.1573905492531718e-18
0.009637578663841089,4.0317479419490694e-17,2.015873970974535e-18
0.009908136566858666,3.7644984300231624e-17,1.882249215011581e-18
0.010186289902446875,3.512295136551948e-17,1.7561475682759743e-18
0.010472251898884344,3.2744303608694216e-17,1.6372151804347108e-18
0.010766241770454932,3.0502249449232894e-17,1.5251124724616448e-18
0.01106848488549412,2.8390271423416986e-17,1.4195135711708494e-18
0.01137921293915315,2.640211537403654e-17,1.320105768701827e-18
0.01169866413101307,2.453178011922916e-17,1.2265890059614581e-18
0.012027083347685121,2.2773507581199732e-17,1.1386753790599867e-18
0.01236472235053715,2.11217733561812e-17,1.0560886678090601e-18
0.012711839968690289,1.9571277707564666e-17,9.785638853782333e-19
0.013068702297433463,1.811693696466591e-17,9.058468482332955e-19
0.013435582902208263,1.675387531009013e-17,8.376937655045066e-19
0.013812763028320095,1.5477416939127215e-17,7.738708469563608e-19
0.014200531816536832,1.4283078575040248e-17,7.141539287520125e-19
0.014599186524739786,1.3166562324519458e-17,6.583281162259729e-19
0.015009032755797366,1.2123748857949427e-17,6.061874428974714e-19
0.015430384691835646,1.115069089949531e-17,5.575345449747656e-19
0.015863565335085896,1.0243607012344374e-17,5.121803506172188e-19
0.016308906755493326,9.398875664755992e-18,4.699437832377996e-19
0.01676675034527699,8.613029562870501e-18,4.306514781435251e-19
0.0172374470806362,7.882750236513395e-18,3.9413751182566975e-19
0.017721357790803586,7.2048628645084e-18,3.6024314322542005e-19
0.01821885343465167,6.5763313262812995e-18,3.28816566314065e-19
0.018730315385064367,5.994253466804787e-18,2.997126733402394e-19
0.019256135721291985,5.4558565622002395e-18,2.72792828110012e-19
0.019796717529513324,4.958492973584789e-18,2.4792464867923944e-19
0.020352475211835776,4.499635977029241e-18,2.24981798851462e-19
0.020923834803969768,4.076875757782896e-18,2.038437878891448e-19
0.021511234301821672,3.68791555722363e-18,1.843957778611815e-19
0.02211512399725489,3.3305679613139088e-18,1.6652839806569545e-19
0.022735966823277175,3.0027513196838665e-18,1.5013756598419334e-19
0.02337423870891815,2.7024862848289075e-18,1.3512431424144539e-19
0.024030428944069697,2.4278924612997318e-18,1.2139462306498659e-19
0.024705040554568253,2.177185155183171e-18,1.0885925775915855e-19
0.025398590687807265,1.9486722146216152e-18,9.743361073108077e-20
0.026111611009174595,1.740750952601049e-18,8.703754763005246e-20
0.026844648109619625,1.5519051437512948e-18,7.759525718756475e-20
0.027598263924661803,1.3807020874494066e-18,6.903510437247034e-20
0.028373036165162114,1.2257897300960888e-18,6.128948650480444e-20
0.02916955876018796,1.0858938400454514e-18,5.429469200227258e-20
0.02998844231231028,9.598152293084656e-19,4.799076146542328e-20
0.030830314565682772,8.464270168166791e-19,4.2321350840833956e-20
0.03169582088726115,7.446719287230095e-19,3.723359643615048e-20
0.03258562476153226,6.535596319250941e-19,3.267798159625471e-20
0.033500408299131326,5.721640977200558e-19,2.860820488600279e-20
0.034440872759738235,4.996209932307127e-19,2.4981049661535636e-20
0.035407739089652696,4.351250989767806e-19,2.1756254948839032e-20
0.03640174847446141,3.7792775169244653e-19,1.8896387584622328e-20
0.03742366290721981,3.273343122070505e-19,1.6366715610352526e-20
0.03847426577258506,2.827016588996191e-19,1.4135082944980957e-20
0.039554362447347016,2.434357079030078e-19,1.217178539515039e-20
0.04066478091781858,2.0898896186027547e-19,1.0449448093013774e-20
0.04180637241455758,1.7885808961671852e-19,8.942904480835926e-21
0.04298001206490798,1.5258153975696858e-19,7.629076987848429e-21
0.04418659956385941,1.2973719136032052e-19,6.4868595680160264e-21
0.04542705986374043,1.09940045741351e-19,5.49700228706755e-21
0.04670234388327335,9.283996326087033e-20,4.641998163043517e-21
0.048013429236534504,7.811944952863593e-20,3.905972476431797e-21
0.049361320982379164,6.549149547003762e-20,3.2745747735018813e-21
0.05074705239490466,5.469747579125468e-20,2.734873789562734e-21
0.05217168575554349,4.550511034985828e-20,2.2752555174929142e-21
0.053636313167392397,3.770649282089022e-20,1.885324641044511e-21
0.05514205739240302,3.111619084403117e-20,1.5558095422015586e-21
0.05669007271207434,2.556942154943572e-20,1.278471077471786e-21
0.058281545812308454,2.0920305993552256e-20,1.0460152996776129e-21
0.05991769669310619,1.704020559899696e-20,8.520102799498482e-22
0.06159977960380169,1.3816143192911716e-20,6.908071596455859e-22
0.06332908400455114,1.1149310686332744e-20,5.574655343166373e-22
0.06510693555481462,8.953664844091545e-21,4.476832422045773e-22
0.0669346971295866,7.1546119728228e-21,3.5773059864114006e-22
0.0688137698641567,5.6877817164564495e-21,2.8438908582282247e-22
0.07074559422819879,4.497889507164945e-21,2.248944753582473e-22
0.07273165113001454,3.537686588051025e-21,1.7688432940255125e-22
0.07477346305177587,2.7669959144739097e-21,1.383497957236955e-22
0.07687259521663728,2.15183166561827e-21,1.0759158328091351e-22
0.07903065678861347,1.6635995674704235e-21,8.317997837352118e-23
0.08124930210614047,1.278374752171824e-21,6.391873760859121e-23
0.08353023195026779,9.762534645631974e-22,4.8812673228159874e-23
0.0858751948484517,7.407745806174998e-22,3.7038729030874993e-23
0.0882859884149515,5.584066284529447e-22,2.7920331422647234e-23
0.09076446072885357,4.180958028021469e-22,2.0904790140107345e-23
0.0933125117507825,3.108703382773325e-22,1.5543516913866625e-23
0.09593209477938242,2.2949655369457137e-22,1.147482768472857e-23
0.09862521794868784,1.6818189550280717e-22,8.409094775140359e-24
0.10139394576752918,1.2232038783571813e-22,6.116019391785907e-24
0.10424040070215568,8.827603336625178e-23,4.41380166831259e-24
0.10716676480328632,6.31998954572278e-23,3.1599947728613904e-24
0.11017528137883874,4.4876819797772426e-23,2.2438409898886214e-24
0.11326825671361537,3.159801411795433e-23,1.5799007058977166e-24
0.11644806183726866,2.2055988912608467e-23,1.1027994456304234e-24
0.1197171343418967,1.525866181548805e-23,7.629330907744026e-25
0.12307798025066646,1.0459735253855704e-23,5.229867626927853e-25
0.1265331759388943,7.102763888012534e-24,3.551381944006267e-25
0.13008537010905705,4.776628583675027e-24,2.388314291837514e-25
0.13373728582124964,3.1804217645290074e-24,1.5902108822645038e-25
0.1374917225806419,2.0960205096675663e-24,1.0480102548337832e-25
0.14135155848353956,1.3668753526037626e-24,6.834376763018813e-26
0.14531975242368952,8.817721281533661e-25,4.4088606407668307e-26
0.14939934636052576,5.625301203785424e-25,2.812650601892712e-26
0.1535934676510897,3.547818026459496e-25,1.7739090132297483e-26
0.15790533144741759,2.2113801073743273e-25,1.1056900536871638e-26
0.1623382431612278,1.3617845944424223e-25,6.808922972212113e-27
0.16689560099780248,8.282259021257322e-26,4.141129510628661e-27
0.17158089856100048,4.973164772802814e-26,2.4865823864014072e-27
0.1763977275314045,2.9471656879843006e-26,1.4735828439921504e-27
0.18134978041964955,1.7230725183629017e-26,8.61536259181451e-28
0.18644085339704872,9.934934165778583e-27,4.967467082889292e-28
0.1916748492056815,5.647020595086402e-27,2.8235102975432014e-28
0.19705578015018002,3.1629508098481218e-27,1.581475404924061e-28
0.2025877711735017,1.7450386410464174e-27,8.725193205232088e-29
0.20827506301905144,9.479229312939846e-28,4.739614656469923e-29
0.21412201548157292,5.067654968582261e-28,2.533827484291131e-29
0.220133110749303,2.665093288637664e-28,1.332546644318832e-29
0.22631295683995295,1.3781263540757206e-28,6.890631770378604e-30
0.2326662911331458,7.003758510427551e-29,3.501879255213776e-30
0.23919798400202397,3.4964496127065213e-29,1.7482248063532608e-30
0.2459130425468044,1.713799116863787e-29,8.568995584318934e-31
0.25281661443315007,8.243383886411032e-30,4.121691943205516e-31
0.2599139918382933,3.8889670949380146e-30,1.9444835474690074e-31
0.2672106155079435,1.798497575810204e-30,8.992487879051021e-32
0.27471207892708116,8.14871948482465e-31,4.0743597424123255e-32
0.2824241326078436,3.615122846798121e-31,1.8075614233990605e-32
0.29035268849778134,1.5694741982612299e-31,7.84737099130615e-33
0.29850382451187324,6.663751128007358e-32,3.3318755640036794e-33
0.30688378919176423,2.765320384209595e-32,1.3826601921047976e-33
0.31549900649580886,1.1208700099149905e-32,5.6043500495749525e-34
0.32435608072358113,4.434670234197369e-33,2.2173351170986846e-34
0.33346180157863625,1.711468170396113e-33,8.557340851980566e-35
0.34282314937339703,6.43835005072924e-34,3.2191750253646205e-35
0.35244730038015837,2.359211876094071e-34,1.1796059380470357e-35
0.36234163233231503,8.41444540023446e-35,4.20722270011723e-36
0.372513730080021,2.9189108605903586e-35,1.4594554302951794e-36
0.3829713914046281,9.840435059299625e-36,4.920217529649813e-37
0.3937226329963479,3.2214970484826963e-36,1.6107485242413483e-37
0.4047756965997322,1.0232769996447228e-36,5.116384998223614e-38
0.41613905533167067,3.1510314735365245e-37,1.5755157367682624e-38
0.4278214201767617,9.398488408912659e-38,4.699244204456329e-39
0.4398317466650224,2.712814424732728e-38,1.3564072123663641e-39
0.4521792417370702,7.570753680866182e-39,3.785376840433091e-40
0.4648733708020257,2.04081681388971e-39,1.020408406944855e-40
0.47792386499356,5.308748975533752e-40,2.654374487766876e-41
0.4913407286296362,1.331279160990631e-40,6.656395804953155e-42
0.5051342468816766,3.215053287298335e-41,1.6075266436491676e-42
0.5193149936590212,7.469475306197434e-42,3.734737653098717e-43
0.5338938397147355,1.667641845765272e-42,8.33820922882636e-44
0.5488819609789671,3.573887489014979e-43,1.7869437445074898e-44
0.5642908471262537,7.343538590412817e-44,3.6717692952064084e-45
0.5801323103833378,1.4450514214034595e-44,7.225257107017298e-46
0.5964184945842459,2.7198642982802806e-45,1.3599321491401403e-46
0.6131618844795775,4.8905193350313724e-46,2.4452596675156865e-47
0.6303753153071274,8.389751661645578e-47,4.194875830822789e-48
0.648071982631197,1.3713759754537019e-47,6.85687987726851e-49
0.666265452458115,2.1329865139556142e-48,1.0664932569778072e-49
0.6849696716357446,3.15237677880141e-49,1.5761883894007051e-50
0.7041989785449289,4.42062687295465e-50,2.210313436477325e-51
0.7239681140910877,5.873339959491598e-51,2.936669979745799e-52
0.7442922330043759,7.382165847483462e-52,3.691082923741731e-53
0.7651869154570825,8.76401670385159e-53,4.382008351925795e-54
0.7866681790071581,9.811777745293852e-54,4.905888872646926e-55
0.8087524908770457,1.0341943284627556e-54,5.170971642313779e-56
0.8314567805772064,1.02454563266172e-55,5.1227281633086e-57
0.8547984528840413,9.523120641360717e-57,4.761560320680359e-58
0.878795401182132,8.290276034516468e-58,4.145138017258234e-59
0.9034660211810535,6.746857008847607e-59,3.373428504423804e-60
0.9288292250172498,5.123367238453575e-60,2.5616836192267877e-61
0.9549044557518077,3.62315181925538e-61,1.8115759096276899e-62
0.9817117022752194,2.3813681253906027e-62,1.1906840626953014e-63
1.0092715146305717,1.4517205391507107e-63,7.258602695753554e-65
1.0376050197669118,8.1910288544373e-65,4.0955144272186504e-66
1.066733937734857,4.2682470608933084e-66,2.1341235304466544e-67
1.0966805983368675,2.049493440681086e-67,1.024746720340543e-68
1.1274679582449472,9.047579513195076e-69,4.523789756597538e-70
1.1591196185988857,3.663381879527238e-70,1.831690939763619e-71
1.1916598430985588,1.357194611683857e-71,6.785973058419285e-73
1.2251135766041177,4.5891142349991794e-73,2.2945571174995897e-74
1.2595064642583589,1.4126307767181996e-74,7.063153883590999e-76
1.2948648711459048,3.948175886712228e-76,1.974087943356114e-77
1.3312159025043078,9.992063528206116e-78,4.9960317641030583e-79
1.3685874245025176,2.283465929028823e-79,1.1417329645144116e-80
1.4070080856026863,4.698620326846681e-81,2.3493101634233405e-82
1.4465073385216471,8.679676178739313e-83,4.339838089369656e-84
1.4871154628089538,1.435089612199041e-84,7.175448060995206e-86
1.5288635880587296,2.1171172274408322e-86,1.0585586137204162e-87
1.571783717773161,2.7778659488980346e-88,1.3889329744490174e-89
1.6159087538959191,3.231091388983171e-90,1.6155456944915854e-91
1.661272522034293,3.320395003414565e-92,1.6601975017072824e-93
1.7079097973894268,3.0041564478893336e-94,1.5020782239446667e-95
1.7558563314144668,2.38448699562757e-96,1.192243497813785e-97
1.8051488792211101,1.6542865354890935e-98,8.271432677445467e-100
1.8558252277555187,9.993757561120172e-101,4.996878780560087e-102
1.907924224765265,5.236752468807939e-103,2.6183762344039694e-104
1.9614858085794296,2.3706964246825927e-105,1.1853482123412963e-106
2.0165510387247485,9.233945626383112e-108,4.616972813191556e-109
2.0731621274012313,3.081505151401174e-110,1.5407525757005872e-111
2.1313624718414372,8.772391035420529e-113,4.3861955177102644e-114
2.1911966875781475,2.1208743410949357e-115,1.0604371705474679e-116
2.2527106426459826,4.3347269028022865e-118,2.1673634514011433e-119
2.3159514927431544,7.4543614338431965e-121,3.7271807169215984e-122
2.3809677173803583,1.0733852291609674e-123,5.366926145804837e-125
2.44780915704444,1.2877533895223173e-126,6.438766947611587e-128
2.516527051405389,1.280608548695336e-129,6.403042743476681e-131
2.5871740785959236,1.050071610890968e-132,5.25035805445484e-134
2.6598043955937585,7.061358421892805e-136,3.5306792109464027e-137
2.73447367973758,3.872633311035248e-139,1.9363166555176238e-140
2.8112391714084612,1.722214975510937e-142,8.611074877554685e-144
2.8901597179095115,6.174126220989566e-146,3.087063110494783e-147
2.9712958185773344,1.773549651495526e-149,8.86774825747763e-151
3.054709671159968,4.0568569113421555e-153,2.0284284556710778e-154
3.1404652194967486,7.342390431488841e-157,3.671195215744421e-158
3.2286282025367337,1.0445559277721789e-160,5.222779638860895e-162
3.31926620473319,1.1602116055676423e-164,5.801058027838212e-166
3.412448707852889,9.991632265157926e-169,4.995816132578963e-170
3.5082471442397885,6.624103961628919e-173,3.3120519808144595e-174
3.6067349515740315,3.355984464244365e-177,1.6779922321221825e-178
3.7079876291681724,1.289543372692669e-181,6.447716863463346e-183
3.812082795843888,3.729101752371241e-186,1.8645508761856208e-187
3.919100249433402,8.05117386677563e-191,4.025586933387815e-192
4.0291220279513515,1.2871762068283355e-195,6.435881034141678e-197
4.142232472483898,1.5110461914535357e-200,7.5552309572676785e-202
4.258518291843414,1.2912570368876278e-205,6.456285184438139e-207
4.378068629038166,7.961070205461304e-211,3.980535102730652e-212
4.500975129608042,3.508923361705724e-216,1.754461680852862e-217
4.627332011878693,1.0952875186569695e-221,5.4764375932848475e-223
4.7572361391878895,2.3978803008262688e-227,1.1989401504131344e-228
4.89078709413959,3.645416448945222e-233,1.822708224472611e-234
5.028087254942474,3.8092621077142622e-239,1.9046310538571312e-240
5.169241873891604,2.7073074228301703e-245,1.3536537114150851e-246
5.314359158053241,1.2946069311477942e-251,6.473034655738972e-253
5.463550352214876,4.119178560426447e-258,2.0595892802132237e-259
5.616929824163804,8.621616793643806e-265,4.310808396821903e-266
5.774615152359826,1.173183246284958e-271,5.86591623142479e-273
5.9367272160691265,1.0253976277061935e-278,5.126988138530967e-280
6.1033902880286215,5.685530416933892e-286,2.842765208466946e-287
6.274732129711574,1.9744824547594277e-293,9.87241227379714e-295
6.450884089267699,4.238720747706785e-301,2.1193603738533924e-302
6.631981202212676,5.549464140705463e-309,2.7747320703527e-310
6.818162294944479,4.369914e-317,2.184956e-318
7.009570091165617,0.0,0.0
7.206351321293045,0.0,0.0
7.408656834939568,0.0,0.0
7.616641716552891,0.0,0.0
7.830465404301183,0.0,0.0
8.050291812295972,0.0,0.0
8.276289456246351,0.0,0.0
8.50863158264058,0.0,0.0
8.747496301554415,0.0,0.0
8.993066723187614,0.0,0.0
9.24553109823358,0.0,0.0
9.50508296218951,0.0,0.0
9.771921283717996,0.0,0.0
10.046250617173403,0.0,0.0
10.328281259410295,0.0,0.0
10.618229410993846,0.0,0.0
10.916317341936146,0.0,0.0
11.22277356208507,0.0,0.0
11.537832996296597,0.0,0.0
11.861737164524792,0.0,0.0
12.194734366967383,0.0,0.0
12.537079874409196,0.0,0.0
12.889036123908916,0.0,0.0
13.250872919979539,0.0,0.0
13.622867641416468,0.0,0.0
14.005305453932197,0.0,0.0
14.398479528760065,0.0,0.0
14.802691267395101,0.0,0.0
15.21825053264387,0.0,0.0
15.645475886160959,0.0,0.0
16.08469483265355,0.0,0.0
16.536244070941823,0.0,0.0
17.00046975206718,0.0,0.0
17.47772774464681,0.0,0.0
17.968383907677193,0.0,0.0
18.472814370996357,0.0,0.0
18.991405823619353,0.0,0.0
19.524555810168607,0.0,0.0
20.072673035625684,0.0,0.0
20.636177678638564,0.0,0.0
21.215501713624523,0.0,0.0
21.811089241915198,0.0,0.0
22.42339683219845,0.0,0.0
23.05289387051706,0.0,0.0
23.700062920093306,0.0,0.0
24.36540009125466,0.0,0.0
25.049415421745024,0.0,0.0
25.752633267711985,0.0,0.0
26.475592705670692,0.0,0.0
27.218847945751794,0.0,0.0
27.982968756551156,0.0,0.0
28.76854090190591,0.0,0.0
29.576166589932566,0.0,0.0
30.406464934670684,0.0,0.0
31.260072430687035,0.0,0.0
32.13764344100276,0.0,0.0
33.039850698718546,0.0,0.0
33.96738582272209,0.0,0.0
34.920959847872716,0.0,0.0
35.90130377007068,0.0,0.0
36.90916910662774,0.0,0.0
37.94532847236942,0.0,0.0
39.01057617190993,0.0,0.0
40.10572880855496,0.0,0.0
41.23162591029748,0.0,0.0
