Multipole Moment (l),White Hole B-mode Anisotropy,Inflationary B-mode Spectrum
2814.2484969939883,0.0,8.840235181209836e-11
2820.2404809619243,0.0,8.772303658488566e-11
2826.23246492986,0.0,8.704992383027418e-11
2832.224448897796,0.0,8.638294669221157e-11
2838.216432865732,0.0,8.572203915502601e-11
2844.2084168336673,0.0,8.506713603128146e-11
2850.2004008016033,0.0,8.44181729498322e-11
2856.1923847695393,0.0,8.377508634407309e-11
2862.1843687374753,0.0,8.313781344038083e-11
2868.176352705411,0.0,8.250629224674432e-11
2874.168336673347,0.0,8.188046154157892e-11
2880.160320641283,0.0,8.126026086272315e-11
2886.152304609219,0.0,8.064563049661278e-11
2892.1442885771544,0.0,8.003651146763025e-11
2898.1362725450904,0.0,7.943284552762553e-11
2904.1282565130264,0.0,7.883457514560616e-11
2910.120240480962,0.0,7.824164349759252e-11
2916.112224448898,0.0,7.76539944566356e-11
2922.104208416834,0.0,7.70715725829951e-11
2928.09619238477,0.0,7.649432311447382e-11
2934.0881763527054,0.0,7.592219195690635e-11
2940.0801603206414,0.0,7.535512567479901e-11
2946.0721442885774,0.0,7.479307148211847e-11
2952.0641282565134,0.0,7.42359772332264e-11
2958.056112224449,0.0,7.368379141395734e-11
2964.048096192385,0.0,7.313646313283739e-11
2970.040080160321,0.0,7.259394211244154e-11
2976.032064128257,0.0,7.205617868088675e-11
2982.0240480961925,0.0,7.152312376345834e-11
2988.0160320641285,0.0,7.099472887436786e-11
2994.0080160320645,0.0,7.04709461086399e-11
3000.0,0.0,6.995172813412521e-11
