Frequency (Hz),White Hole SGWB,LISA Sensitivity
19.524555810168607,0.0,3.82208279584415e-38
20.072673035625684,0.0,4.0391220279515925e-38
20.636177678638564,0.0,4.2685182918436395e-38
21.215501713624523,0.0,4.510975129608273e-38
21.811089241915198,0.0,4.7672361391881e-38
22.42339683219845,0.0,5.038087254942673e-38
23.05289387051706,0.0,5.324359158053418e-38
23.700062920093306,0.0,5.626929824163994e-38
24.36540009125466,0.0,5.946727216069294e-38
25.049415421745024,0.0,6.284732129711733e-38
25.752633267711985,0.0,6.641981202212811e-38
26.475592705670692,0.0,7.019570091165775e-38
27.218847945751794,0.0,7.418656834939701e-38
27.982968756551156,0.0,7.840465404301308e-38
28.76854090190591,0.0,8.286289456246455e-38
29.576166589932566,0.0,8.757496301554548e-38
30.406464934670684,0.0,9.255531098233688e-38
31.260072430687035,0.0,9.781921283718098e-38
32.13764344100276,0.0,1.033828125941037e-37
33.039850698718546,0.0,1.0926317341936214e-37
33.96738582272209,0.0,1.1547832996296704e-37
34.920959847872716,0.0,1.2204734366967465e-37
35.90130377007068,0.0,1.2899036123908989e-37
36.90916910662774,0.0,1.3632867641416509e-37
37.94532847236942,0.0,1.440847952876016e-37
39.01057617190993,0.0,1.5228250532643933e-37
40.10572880855496,0.0,1.609469483265361e-37
41.23162591029748,0.0,1.7010469752067202e-37
42.38913057338783,0.0,1.7978383907677285e-37
43.579130123970295,0.0,1.90014058236194e-37
44.802536798294895,0.0,2.008267303562573e-37
46.06028844202398,0.0,2.1225501713624525e-37
47.35334922917121,0.0,2.243339683219854e-37
48.68271040122284,0.0,2.3710062920093347e-37
50.049391027009534,0.0,2.505941542174506e-37
51.45443878390924,0.0,2.648559270567067e-37
52.89893076098146,0.0,2.799296875655114e-37
54.38397428464801,0.0,2.9586166589932593e-37
55.91070776755293,0.0,3.127007243068706e-37
57.48030158125351,0.0,3.304985069871857e-37
59.09395895340965,0.0,3.493095984787267e-37
60.75291689016077,0.0,3.6919169106627835e-37
62.45844712439618,0.0,3.902057617190995e-37
64.21185709064758,0.0,4.12416259102975e-37
66.01449092734883,0.0,4.3589130123970226e-37
67.86773050723302,0.0,4.607028844202409e-37
69.77299649665537,0.0,4.869271040122284e-37
71.73174944465613,0.0,5.146443878390927e-37
73.74549090259546,0.0,5.439397428464792e-37
75.81576457522118,0.0,5.7490301581253635e-37
77.9441575040495,0.0,6.0762916890160765e-37
80.13230128396886,0.0,6.422185709064758e-37
82.38187331399601,0.0,6.787773050723289e-37
84.69459808314593,0.0,7.174174944465628e-37
87.07224849239921,0.0,7.582576457522117e-37
89.516647213783,0.0,8.014230128396886e-37
92.02966808760411,0.0,8.470459808314579e-37
94.6132375589076,0.0,8.952664721378285e-37
97.2693361542618,0.0,9.46232375589078e-37
100.0,0.0,1.0001e-36
