Frequency (Hz),White Hole Total SGWB,White Hole Polarized SGWB,Binary Black Hole Total SGWB,Binary Black Hole Polarized SGWB
0.04542705986374043,1.09940045741351e-19,3.2982013722405296e-20,2.985457161719529e-18,2.9854571617195293e-19
0.04670234388327335,9.283996326087033e-20,2.78519889782611e-20,2.7498080004151648e-18,2.749808000415165e-19
0.048013429236534504,7.811944952863593e-20,2.343583485859078e-20,2.5282294297643844e-18,2.5282294297643845e-19
0.049361320982379164,6.549149547003762e-20,1.9647448641011285e-20,2.3202316837634167e-18,2.320231683763417e-19
0.05074705239490466,5.469747579125468e-20,1.64092427373764e-20,2.125321059571744e-18,2.1253210595717442e-19
0.05217168575554349,4.550511034985828e-20,1.3651533104957482e-20,1.9430008616393422e-18,1.9430008616393422e-19
0.053636313167392397,3.770649282089022e-20,1.1311947846267065e-20,1.7727723972833836e-18,1.7727723972833837e-19
0.05514205739240302,3.111619084403117e-20,9.33485725320935e-21,1.6141360179808174e-18,1.6141360179808175e-19
0.05669007271207434,2.556942154943572e-20,7.670826464830716e-21,1.4665921999700328e-18,1.466592199970033e-19
0.058281545812308454,2.0920305993552256e-20,6.2760917980656764e-21,1.3296426571146846e-18,1.3296426571146848e-19
0.05991769669310619,1.704020559899696e-20,5.112061679699088e-21,1.2027914783893787e-18,1.2027914783893788e-19
0.06159977960380169,1.3816143192911716e-20,4.144842957873514e-21,1.0855462818103304e-18,1.0855462818103304e-19
0.06332908400455114,1.1149310686332744e-20,3.344793205899823e-21,9.774193761680606e-19,9.774193761680607e-20
0.06510693555481462,8.953664844091545e-21,2.6860994532274634e-21,8.779289215340028e-19,8.779289215340029e-20
0.0669346971295866,7.1546119728228e-21,2.14638359184684e-21,7.866000792210794e-19,7.866000792210795e-20
0.0688137698641567,5.6877817164564495e-21,1.706334514936935e-21,7.029661416892911e-19,7.029661416892912e-20
0.07074559422819879,4.497889507164945e-21,1.3493668521494834e-21,6.265696328116557e-19,6.265696328116558e-20
0.07273165113001454,3.537686588051025e-21,1.0613059764153074e-21,5.569633689604217e-19,5.569633689604217e-20
0.07477346305177587,2.7669959144739097e-21,8.300987743421729e-22,4.937114715457472e-19,4.937114715457472e-20
0.07687259521663728,2.15183166561827e-21,6.45549499685481e-22,4.363903219425133e-19,4.3639032194251334e-20
0.07903065678861347,1.6635995674704235e-21,4.99079870241127e-22,3.845894501782638e-19,3.8458945017826384e-20
0.08124930210614047,1.278374752171824e-21,3.835124256515472e-22,3.3791234932595646e-19,3.379123493259565e-20
0.08353023195026779,9.762534645631974e-22,2.928760393689592e-22,2.9597720824593966e-19,2.9597720824593965e-20
0.0858751948484517,7.407745806174998e-22,2.2223237418524994e-22,2.5841755614686123e-19,2.5841755614686123e-20
