Multipole Moment (l),White Hole B-mode Anisotropy,Alternative Model B-mode,Inflationary B-mode Spectrum
1963.3867735470944,8.117137579778153e-276,2.5176183861229067e-52,3.0560826404596785e-10
1969.3787575150302,1.176928154600511e-277,1.0456714004572417e-52,3.0256292458483463e-10
1975.370741482966,1.682131160850819e-279,4.3275418174053755e-53,2.9955486406439594e-10
1981.362725450902,2.3699141744604456e-281,1.7845471661819203e-53,2.9658353173937676e-10
1987.3547094188377,3.291305833820444e-283,7.332557941678978e-54,2.936483864798702e-10
1993.3466933867737,4.505746139416384e-285,3.002089880391586e-54,2.9074889657685776e-10
1999.3386773547095,6.080342699274105e-287,1.224708106022745e-54,2.8788453955221146e-10
2005.3306613226455,8.088206944308032e-289,4.978313118774404e-55,2.850548019730567e-10
2011.3226452905812,1.0605699314493944e-290,2.0163807369302514e-55,2.8225917927038853e-10
2017.3146292585172,1.3708477524692197e-292,8.137735793596796e-56,2.794971755618286e-10
2023.306613226453,1.7466343511006986e-294,3.2724675291328577e-56,2.7676830347841844e-10
2029.298597194389,2.1937019871550883e-296,1.3112570042145815e-56,2.7407208399534417e-10
2035.2905811623248,2.7159146562832496e-298,5.23529321933761e-57,2.7140804626649497e-10
2041.2825651302608,3.314495757474347e-300,2.082739315056419e-57,2.6877572746275513e-10
2047.2745490981965,3.9873253590267136e-302,8.255997145733229e-58,2.661746726139375e-10
2053.2665330661325,4.728340468556635e-304,3.260955466127896e-58,2.636044344542636e-10
2059.258517034068,5.5271170941191503e-306,1.2833966938014181e-58,2.610645732713051e-10
2065.250501002004,6.368709632198129e-308,5.032892789277168e-59,2.585546567582937e-10
2071.24248496994,7.23380988110584e-310,1.9665960240790895e-59,2.560742598697225e-10
2077.234468937876,8.099264665157e-312,7.656906592368254e-60,2.5362296468014924e-10
2083.2264529058116,8.938959097e-314,2.970518463226084e-60,2.512003602461272e-10
2089.2184368737476,9.72503486e-316,1.1482907798614021e-60,2.488060424711824e-10
2095.2104208416836,1.0429375e-317,4.42295187524017e-61,2.4643961397376434e-10
2101.2024048096196,1.1025e-319,1.6975136097543518e-61,2.441006839580951e-10
2107.194388777555,1.15e-321,6.491649011660154e-62,2.4178886808784564e-10
2113.186372745491,1e-323,2.4736457851462084e-62,2.3950378836256954e-10
2119.178356713427,0.0,9.392056697749724e-63,2.37245072996829e-10
2125.170340681363,0.0,3.5532405952154584e-63,2.350123563019434e-10
2131.1623246492986,0.0,1.3394584286902394e-63,2.3280527857029988e-10
2137.1543086172346,0.0,5.031234714839041e-64,2.30623485962161e-10
2143.1462925851706,0.0,1.8830447101813813e-64,2.2846663039491228e-10
2149.138276553106,0.0,7.022429696031424e-65,2.2633436943468692e-10
2155.130260521042,0.0,2.6094854693125098e-65,2.2422636619031251e-10
2161.122244488978,0.0,9.66191206059944e-66,2.2214228920952427e-10
2167.114228456914,0.0,3.56460976537891e-66,2.2008181237738946e-10
2173.1062124248497,0.0,1.31039316559333e-66,2.180446148168894e-10
2179.0981963927857,0.0,4.799897472746931e-67,2.160303807916098e-10
2185.0901803607217,0.0,1.7518746040294347e-67,2.1403879961048817e-10
2191.0821643286577,0.0,6.3711053686199105e-68,2.1206956553456852e-10
2197.074148296593,0.0,2.308698778522909e-68,2.1012237768571716e-10
2203.066132264529,0.0,8.336053116915899e-69,2.0819693995725292e-10
2209.058116232465,0.0,2.999123763890285e-69,2.0629296092644732e-10
2215.050100200401,0.0,1.0751498964685743e-69,2.0441015376884928e-10
2221.0420841683367,0.0,3.8404698633980664e-70,2.025482361743937e-10
2227.0340681362727,0.0,1.3669115721643867e-70,2.0070693026524931e-10
2233.0260521042087,0.0,4.847716273919415e-71,1.988859625153699e-10
2239.0180360721442,0.0,1.713068311930577e-71,1.9708506367170425e-10
2245.0100200400802,0.0,6.031882658034286e-72,1.9530396867702958e-10
2251.0020040080162,0.0,2.116273538792813e-72,1.9354241659437072e-10
2256.993987975952,0.0,7.39829141065553e-73,1.918001505329665e-10
2262.9859719438878,0.0,2.577103022953043e-73,1.9007691757575098e-10
2268.9779559118238,0.0,8.944845460497958e-74,1.8837246870831051e-10
2274.9699398797597,0.0,3.093532034744655e-74,1.86686558749288e-10
2280.9619238476957,0.0,1.0660488556511465e-74,1.8501894628219703e-10
2286.9539078156313,0.0,3.6604991774368584e-75,1.8336939358861587e-10
2292.9458917835673,0.0,1.2524033872710636e-75,1.8173766658272896e-10
2298.9378757515033,0.0,4.2696165001524924e-76,1.8012353474718788e-10
2304.9298597194393,0.0,1.4503546691276405e-76,1.7852677107025794e-10
2310.921843687375,0.0,4.909081941599553e-77,1.769471519842251e-10
2316.913827655311,0.0,1.6556443824479105e-77,1.753844573050325e-10
2322.905811623247,0.0,5.563838984062e-78,1.7383847017312086e-10
2328.8977955911823,0.0,1.8630424949880943e-78,1.7230897699544466e-10
2334.8897795591183,0.0,6.216009701034916e-79,1.7079576738863743e-10
2340.8817635270543,0.0,2.066528127222975e-79,1.6929863412330275e-10
2346.8737474949903,0.0,6.845602422028947e-80,1.6781737306940327e-10
2352.865731462926,0.0,2.259554074747685e-80,1.6635178314272585e-10
2358.857715430862,0.0,7.431466430387197e-81,1.649016662523966e-10
2364.849699398798,0.0,2.435381575667506e-81,1.6346682724942578e-10
2370.841683366734,0.0,7.952436805411117e-82,1.620470738762568e-10
2376.8336673346694,0.0,2.5874630212424597e-82,1.6064221671729945e-10
2382.8256513026054,0.0,8.3885865851936e-83,1.5925206915042447e-10
2388.8176352705414,0.0,2.709843100636278e-83,1.5787644729940035e-10
2394.8096192384774,0.0,8.722484676355292e-84,1.5651516998724933e-10
2400.801603206413,0.0,2.7975444705547416e-84,1.5516805869050465e-10
2406.793587174349,0.0,8.940349512224773e-85,1.5383493749434844e-10
2412.785571142285,0.0,2.846903264591145e-85,1.5251563304861267e-10
2418.7775551102204,0.0,9.032992261414373e-86,1.5120997452462205e-10
2424.7695390781564,0.0,2.8558229579613027e-86,1.4991779357286308e-10
2430.7615230460924,0.0,8.996459674392749e-87,1.486389242814612e-10
2436.7535070140284,0.0,2.823922081294142e-87,1.4737320313544718e-10
2442.745490981964,0.0,8.832313904743409e-88,1.4612046897679765e-10
2448.7374749499,0.0,2.7525612819879596e-88,1.448805629652323e-10
2454.729458917836,0.0,8.547521707203318e-89,1.4365332853975282e-10
2460.721442885772,0.0,2.64474705824012e-89,1.4243861138090575e-10
2466.7134268537075,0.0,8.153963963068455e-90,1.412362593737564e-10
2472.7054108216435,0.0,2.50492165583057e-90,1.4004612257155678e-10
2478.6973947895794,0.0,7.66761364710118e-91,1.3886805316009462e-10
2484.689378757515,0.0,2.3386595854926755e-91,1.3770190542270786e-10
2490.681362725451,0.0,7.107461473913622e-92,1.3654753570595113e-10
2496.673346693387,0.0,2.152299637533871e-92,1.3540480238590135e-10
2502.665330661323,0.0,6.494289813164655e-93,1.3427356583508766e-10
2508.6573146292585,0.0,1.952546174728234e-93,1.3315368839003387e-10
2514.6492985971945,0.0,5.849404775255141e-94,1.3204503431940017e-10
2520.6412825651305,0.0,1.7460744290540788e-94,1.309474697927123e-10
2526.6332665330665,0.0,5.193433126534574e-95,1.2986086284966472e-10
2532.625250501002,0.0,1.5391716305082538e-95,1.2878508336998787e-10
2538.617234468938,0.0,4.545276116343725e-96,1.2772000304386586e-10
2544.609218436874,0.0,1.3374396874710644e-96,1.26665495342895e-10
2550.60120240481,0.0,3.9212890496198274e-97,1.2562143549157153e-10
2556.5931863727455,0.0,1.1455768306732029e-97,1.2458770043929693e-10
2562.5851703406815,0.0,3.334727115783791e-98,1.2356416883289112e-10
2568.5771543086175,0.0,9.672463400844466e-99,1.225507209896041e-10
2574.569138276553,0.0,2.7954685065371158e-99,1.2154723887061344e-10
2580.561122244489,0.0,8.050314132643638e-100,1.2055360605499972e-10
2586.553106212425,0.0,2.309998859669793e-100,1.1956970771419066e-10
2592.545090180361,0.0,6.604674488806892e-101,1.1859543058686233e-10
2598.5370741482966,0.0,1.8816194156670398e-101,1.1763066295429024e-10
2604.5290581162326,0.0,5.3413725208792515e-102,1.166752946161403e-10
2610.5210420841686,0.0,1.5108267463065901e-102,1.1572921686669169e-10
2616.5130260521046,0.0,4.258112937364812e-103,1.1479232247148148e-10
2622.50501002004,0.0,1.195805102045891e-103,1.1386450564436469e-10
2628.496993987976,0.0,3.346141812304329e-104,1.1294566202497942e-10
2634.488977955912,0.0,9.329728337375718e-105,1.1203568865661068e-10
2640.480961923848,0.0,2.591996245952628e-105,1.1113448396444416e-10
2646.4729458917836,0.0,7.175306430496165e-106,1.1024194773420229e-10
2652.4649298597196,0.0,1.9791889256705685e-106,1.0935798109115527e-10
2658.4569138276556,0.0,5.439697711353685e-107,1.084824864794997e-10
2664.448897795591,0.0,1.4897143283723065e-107,1.0761536764209783e-10
2670.440881763527,0.0,4.065106596066833e-108,1.0675652960056902e-10
2676.432865731463,0.0,1.1053036297384842e-108,1.0590587863572909e-10
2682.424849699399,0.0,2.9945527577811003e-109,1.0506332226836778e-10
2688.4168336673347,0.0,8.083939528600375e-110,1.0422876924036045e-10
2694.4088176352707,0.0,2.174477198820693e-110,1.0340212949610524e-10
2700.4008016032067,0.0,5.828105096805168e-111,1.0258331416428116e-10
2706.3927855711427,0.0,1.5564694682068175e-111,1.0177223553992027e-10
2712.384769539078,0.0,4.141851767312051e-112,1.0096880706678728e-10
2718.376753507014,0.0,1.098219655946207e-112,1.0017294332006124e-10
2724.36873747495,0.0,2.901513447320226e-113,9.938455998931422e-11
2730.360721442886,0.0,7.638369752857755e-114,9.860357386177977e-11
2736.3527054108217,0.0,2.0036297990037564e-114,9.782990280590647e-11
2742.3446893787577,0.0,5.236908685728256e-115,9.70634657551913e-11
2748.3366733466937,0.0,1.3638708118924697e-115,9.630418269228753e-11
2754.3286573146293,0.0,3.539257684546356e-116,9.555197463338075e-11
2760.3206412825652,0.0,9.15149078755272e-117,9.480676361282956e-11
2766.3126252505012,0.0,2.357828564099738e-117,9.406847266806513e-11
2772.3046092184372,0.0,6.053036840701899e-118,9.333702582474446e-11
2778.296593186373,0.0,1.5483713410224357e-118,9.261234808215315e-11
2784.2885771543088,0.0,3.9465503338157714e-119,9.189436539885267e-11
2790.2805611222448,0.0,1.0023072749574589e-119,9.118300467856776e-11
2796.2725450901808,0.0,2.536441403036392e-120,9.047819375630902e-11
2802.2645290581163,0.0,6.3957208402888565e-121,8.977986138472686e-11
2808.2565130260523,0.0,1.6069223080566037e-121,8.908793722069187e-11
2814.2484969939883,0.0,4.0229160974877e-122,8.840235181209836e-11
2820.2404809619243,0.0,1.0035240491794946e-122,8.772303658488566e-11
2826.23246492986,0.0,2.494338034833189e-123,8.704992383027418e-11
2832.224448897796,0.0,6.177653539131692e-124,8.638294669221157e-11
2838.216432865732,0.0,1.524517808342956e-124,8.572203915502601e-11
2844.2084168336673,0.0,3.748712809584546e-125,8.506713603128146e-11
2850.2004008016033,0.0,9.184860259530499e-126,8.44181729498322e-11
2856.1923847695393,0.0,2.2423512906643254e-126,8.377508634407309e-11
2862.1843687374753,0.0,5.454757690414688e-127,8.313781344038083e-11
2868.176352705411,0.0,1.3221721050302121e-127,8.250629224674432e-11
2874.168336673347,0.0,3.1933111094852774e-128,8.188046154157892e-11
2880.160320641283,0.0,7.684846341468845e-129,8.126026086272315e-11
2886.152304609219,0.0,1.8427645932850026e-129,8.064563049661278e-11
2892.1442885771544,0.0,4.402965117603541e-130,8.003651146763025e-11
2898.1362725450904,0.0,1.0482414893449462e-130,7.943284552762553e-11
2904.1282565130264,0.0,2.4866700290644736e-131,7.883457514560616e-11
2910.120240480962,0.0,5.877811978321356e-132,7.824164349759252e-11
2916.112224448898,0.0,1.3843755926623164e-132,7.76539944566356e-11
2922.104208416834,0.0,3.248874180719409e-133,7.70715725829951e-11
2928.09619238477,0.0,7.597182624394406e-134,7.649432311447382e-11
2934.0881763527054,0.0,1.7701617594251796e-134,7.592219195690635e-11
2940.0801603206414,0.0,4.1097372556189175e-135,7.535512567479901e-11
2946.0721442885774,0.0,9.507271032299104e-136,7.479307148211847e-11
2952.0641282565134,0.0,2.191484519102179e-136,7.42359772332264e-11
2958.056112224449,0.0,5.033402424101314e-137,7.368379141395734e-11
2964.048096192385,0.0,1.1519287442765128e-137,7.313646313283739e-11
2970.040080160321,0.0,2.6268198629882747e-138,7.259394211244154e-11
2976.032064128257,0.0,5.968644085943438e-139,7.205617868088675e-11
2982.0240480961925,0.0,1.351331149763815e-139,7.152312376345834e-11
2988.0160320641285,0.0,3.0485169073623996e-140,7.099472887436786e-11
2994.0080160320645,0.0,6.85261200551785e-141,7.04709461086399e-11
3000.0,0.0,1.5348445351478279e-141,6.995172813412521e-11
