Multipole Moment (l),CMB-S4 SNR,LISA SGWB SNR,Joint Detectability SNR
489.3587174348698,1.2986079036794357e-06,9.437971235187731e-114,1.2986079036794357e-06
495.35070140280567,6.459557656651903e-07,1.4789305415294573e-114,6.459557656651903e-07
501.3426853707415,3.1673085625841216e-07,7.998596298718011e-115,3.1673085625841216e-07
507.3346693386774,1.5308788721780945e-07,1.2078871821413843e-115,1.5308788721780945e-07
513.3266533066133,7.293804902536528e-08,6.475521523410814e-116,7.293804902536528e-08
519.3186372745491,3.425550025614762e-08,2.317537255309154e-116,3.425550025614762e-08
525.310621242485,1.585876430286071e-08,5.028363838115339e-117,1.585876430286071e-08
531.3026052104209,7.237210982309837e-09,2.5187488278196568e-117,7.237210982309837e-09
537.2945891783568,3.255637042107429e-09,3.7604469524686756e-118,3.255637042107429e-09
543.2865731462927,1.4436555586898473e-09,2.2673499841314945e-118,1.4436555586898473e-09
549.2785571142285,6.310358783091316e-10,7.742530157943134e-119,6.310358783091316e-10
555.2705410821644,2.71898853159264e-10,1.842385213388384e-119,2.71898853159264e-10
561.2625250501003,1.1548446264833982e-10,9.667450509196396e-120,1.1548446264833982e-10
567.2545090180361,4.8350681371116784e-11,1.3981618020986823e-120,4.8350681371116784e-11
573.2464929859719,1.9954667610552656e-11,8.919640886535925e-121,1.9954667610552656e-11
579.2384769539078,8.1180039078717e-12,3.8576637520850282e-121,8.1180039078717e-12
585.2304609218437,3.2554938007045483e-12,7.196035891304904e-122,3.2554938007045483e-12
591.2224448897796,1.2869075474507766e-12,4.3115286830083267e-122,1.2869075474507766e-12
597.2144288577155,5.014650637447912e-13,1.4270214747117503e-122,5.014650637447912e-13
603.2064128256513,1.926180022936891e-13,3.733098248383129e-123,1.926180022936891e-13
609.1983967935872,7.293163091518083e-14,2.112855389132173e-123,7.293163091518083e-14
615.1903807615231,2.7220608868294494e-14,4.92612529881218e-124,2.7220608868294494e-14
621.182364729459,1.0014807447640822e-14,1.9666352082907908e-124,1.0014807447640822e-14
627.1743486973949,3.632036720416995e-15,1.0695251321035628e-124,3.632036720416995e-15
633.1663326653307,1.298436502907707e-15,1.7241505591633474e-125,1.298436502907707e-15
639.1583166332666,4.575663312144608e-16,1.0582835417805723e-125,4.575663312144608e-16
645.1503006012025,1.589462417133698e-16,5.686529149226184e-126,1.589462417133698e-16
651.1422845691383,5.442636439206943e-17,8.466101911751856e-127,5.442636439206943e-17
657.1342685370741,1.837093434858676e-17,5.8319020140798884e-127,1.837093434858676e-17
663.12625250501,6.112459913017423e-18,3.19770211640792e-127,6.112459913017423e-18
669.1182364729459,2.0047658757454826e-18,5.635022187359524e-128,2.0047658757454826e-18
675.1102204408818,6.48147958384229e-19,3.285816329217171e-128,6.48147958384229e-19
681.1022044088177,2.0656061218058265e-19,1.8888488954858218e-128,2.0656061218058265e-19
687.0941883767536,6.489088919797345e-20,4.918814617544726e-129,6.489088919797345e-20
