Frequency (Hz),SGWB Anisotropy,CMB B-mode Correlation,Cross-Correlation
0.008162508514287228,2.9973764636614878e-18,2.0613600771446368e-33,6.178672178364763e-51
0.00839165644283016,2.8103049771123e-18,9.086155425909333e-34,2.5534867816248927e-51
0.00862723729246145,2.633214476863237e-18,3.9200702975881655e-34,1.0322385857930736e-51
0.008869431656014705,2.4656520780241477e-18,1.6543732789803345e-34,4.079108913145485e-52
0.00911842519614657,2.307183144188177e-18,6.825435112561377e-35,1.5747528843451742e-52
0.009374408787663,2.1573905492531718e-18,2.7511105474618786e-35,5.935219895044976e-53
0.009637578663841089,2.015873970974535e-18,1.0826361614118053e-35,2.182458057825843e-53
0.009908136566858666,1.882249215011581e-18,4.156825099522774e-36,7.824180780517179e-54
0.010186289902446875,1.7561475682759743e-18,1.556128510370611e-36,2.7327912994122624e-54
0.010472251898884344,1.6372151804347108e-18,5.675772417711281e-37,9.29246076296953e-55
0.010766241770454932,1.5251124724616448e-18,2.0155006711658897e-37,3.0738652118499145e-55
0.01106848488549412,1.4195135711708494e-18,6.962947608306386e-38,9.883998625342523e-56
0.01137921293915315,1.320105768701827e-18,2.3384069921709988e-38,3.0869445599376234e-56
0.01169866413101307,1.2265890059614581e-18,7.628146735228175e-39,9.356600921291669e-57
0.012027083347685121,1.1386753790599867e-18,2.4151017383574714e-39,2.7500168873926266e-57
0.01236472235053715,1.0560886678090601e-18,7.414891746669457e-40,7.830783146688542e-58
0.012711839968690289,9.785638853782333e-19,2.20573075302542e-40,2.1584484557788115e-58
0.013068702297433463,9.058468482332955e-19,6.351748127197164e-41,5.753711021793288e-59
0.013435582902208263,8.376937655045066e-19,1.769013300108195e-41,1.4818914125951878e-59
0.013812763028320095,7.738708469563608e-19,4.7605687753737876e-42,3.6840653901925183e-60
0.014200531816536832,7.141539287520125e-19,1.2366816905040931e-42,8.831810878891784e-61
0.014599186524739786,6.583281162259729e-19,3.0981185701076473e-43,2.0395785621036723e-61
0.015009032755797366,6.061874428974714e-19,7.477161310687344e-44,4.532561295057467e-62
0.015430384691835646,5.575345449747656e-19,1.7366777946929848e-44,9.682578640319326e-63
0.015863565335085896,5.121803506172188e-19,3.8777333797368125e-45,1.9860988420336933e-63
0.016308906755493326,4.699437832377996e-19,8.314422906132693e-46,3.9073113559470184e-64
0.01676675034527699,4.306514781435251e-19,1.7099662255808342e-46,7.363994826218907e-65
0.0172374470806362,3.9413751182566975e-19,3.3692723680284175e-47,1.3279566277977027e-65
0.017721357790803586,3.6024314322542005e-19,6.352658655263273e-48,2.2885017218102117e-66
