Time (s),Observed Photon Flux,Approx. Photon Energy (MeV),Predicted Time Delay (s)
26.1075,2.628178544e-08,0.02628178544,8.708524615385755e-08
26.8703,2.702356128e-08,0.02702356128,8.962967307202906e-08
27.745199999999997,2.287449164e-08,0.02287449164,9.254802534091767e-08
28.510199999999998,2.825208168e-08,0.02825208168,9.509979066918353e-08
29.20859999999999,3.263646732e-08,0.03263646732,9.74294023100474e-08
29.996799999999993,2.887327676e-08,0.02887327676,1.0005855450839925e-07
30.85409999999999,2.080870196e-08,0.02080870196,1.0291819949653299e-07
31.698999999999984,2.862581048e-08,0.02862581048,1.0573648253686216e-07
32.494699999999995,2.179648448e-08,0.02179648448,1.083906520423539e-07
33.39189999999999,2.504931344e-08,0.025049313440000002,1.1138338910447171e-07
34.2688,2.299550672e-08,0.02299550672,1.1430841265526432e-07
35.16499999999999,2.628502504e-08,0.02628502504,1.1729781407643015e-07
35.937899999999985,2.34836112e-08,0.023483611199999997,1.1987593096821665e-07
36.82820000000001,2.533087028e-08,0.02533087028,1.2284565210776585e-07
37.58250000000001,2.556616136e-08,0.025566161360000002,1.2536172607784552e-07
38.429,2.442587556e-08,0.02442587556,1.2818534614369786e-07
39.322299999999984,2.417107568e-08,0.02417107568,1.311650742061029e-07
40.050700000000006,2.880396712e-08,0.02880396712,1.335947550755263e-07
40.9675,1.874448224e-08,0.01874448224,1.3665287070030294e-07
41.990099999999984,2.249257128e-08,0.02249257128,1.4006389713779918e-07
42.891099999999994,2.139227496e-08,0.02139227496,1.4306930963553457e-07
43.7551,2.669089708e-08,0.026690897079999998,1.4595130341804662e-07
44.686499999999995,1.790524072e-08,0.01790524072,1.490581194007222e-07
45.6944,2.379773848e-08,0.02379773848,1.5242011191622439e-07
46.4451,2.752662844e-08,0.02752662844,1.549241775788769e-07
47.23599999999999,2.552668808e-08,0.02552668808,1.5756233600779908e-07
48.11070000000001,2.65169804e-08,0.026516980399999997,1.6048002114849736e-07
48.9383,2.290088548e-08,0.02290088548,1.6324059760035723e-07
49.74689999999998,2.294959696e-08,0.022949596960000002,1.6593779687412944e-07
50.8485,1.813872688e-08,0.018138726879999997,1.6961233894683236e-07
51.752099999999984,2.519411288e-08,0.025194112879999998,1.726264241110428e-07
52.783500000000004,1.873476344e-08,0.01873476344,1.760668041889166e-07
53.76849999999999,1.941872844e-08,0.019418728439999998,1.7935241052661834e-07
54.82249999999999,1.967866184e-08,0.01967866184,1.8286817609000688e-07
55.886499999999984,1.823949624e-08,0.01823949624,1.864172980629152e-07
57.0805,1.604056612e-08,0.01604056612,1.9040005335958117e-07
58.07739999999998,2.719918676e-08,0.02719918676,1.9372535382461151e-07
